FREQ,Frequency,REF_AREA,Territory,DATA_TYPE_AGGR,Aggregate,BRKDW_INDUSTRY_NACE_REV2,Breakdown by industry (NACE Rev.2),VALUATION,Valuation (DESC),ADJUSTMENT,Adjustment (DESC),PRICE,Price (DESC),EDITION,Edition (DESC),TIME_PERIOD,Observation,OBS_STATUS,Observation status,NOTE_REF_AREA,Territory (NOTE_REF_AREA),NOTE_DATA_TYPE_AGGR,Aggregate (NOTE_DATA_TYPE_AGGR),NOTE_BRKDW_INDUSTRY_NACE_REV2,Breakdown by industry (NACE Rev.2) (NOTE_BRKDW_INDUSTRY_NACE_REV2),NOTE_VALUATION,Valuation (NOTE_VALUATION),NOTE_ADJUSTMENT,Adjustment (NOTE_ADJUSTMENT),NOTE_PRICE,Price (NOTE_PRICE),NOTE_EDITION,Edition (NOTE_EDITION),BASE_PER,Base year,UNIT_MEAS,Measure unit,UNIT_MULT,Multiplication unit
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C16,'Manufacture of wood and of products of wood and cork, except furniture, manufacture of articles of straw and plaiting materials',V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2018,4813.8,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C16,'Manufacture of wood and of products of wood and cork, except furniture, manufacture of articles of straw and plaiting materials',V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2019,4563.8,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C16,'Manufacture of wood and of products of wood and cork, except furniture, manufacture of articles of straw and plaiting materials',V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2020,3987.8,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C16,'Manufacture of wood and of products of wood and cork, except furniture, manufacture of articles of straw and plaiting materials',V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2021,4943.2,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C16,'Manufacture of wood and of products of wood and cork, except furniture, manufacture of articles of straw and plaiting materials',V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2022,5698.8,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C16,'Manufacture of wood and of products of wood and cork, except furniture, manufacture of articles of straw and plaiting materials',V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2023,5856.1,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C17,Manufacture of paper and paper products,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2016,5348.8,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C17,Manufacture of paper and paper products,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2017,5662.1,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C17,Manufacture of paper and paper products,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2018,5717.3,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C17,Manufacture of paper and paper products,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2019,6006.5,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C17,Manufacture of paper and paper products,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2020,5820.4,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C17,Manufacture of paper and paper products,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2021,5770.8,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C17,Manufacture of paper and paper products,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2022,6978.5,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C17,Manufacture of paper and paper products,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2023,7609.2,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C18,Printing and reproduction of recorded media,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2016,4598.9,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C18,Printing and reproduction of recorded media,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2017,4463.5,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C18,Printing and reproduction of recorded media,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2018,4472,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C18,Printing and reproduction of recorded media,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2019,4330.3,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C18,Printing and reproduction of recorded media,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2020,3633.1,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C18,Printing and reproduction of recorded media,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2021,3944.6,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C18,Printing and reproduction of recorded media,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2022,4052,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C18,Printing and reproduction of recorded media,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2023,4470.2,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C19,Manufacture of coke and refined petroleum products,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2016,2341.5,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C19,Manufacture of coke and refined petroleum products,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2017,2771.9,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C19,Manufacture of coke and refined petroleum products,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2018,1752.8,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C19,Manufacture of coke and refined petroleum products,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2019,1883.1,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C19,Manufacture of coke and refined petroleum products,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2020,-201.7,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C19,Manufacture of coke and refined petroleum products,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2021,2940.3,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C19,Manufacture of coke and refined petroleum products,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2022,9047,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C19,Manufacture of coke and refined petroleum products,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2023,3246.6,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C19,Manufacture of coke and refined petroleum products,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2024,3835.2,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C19,Manufacture of coke and refined petroleum products,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2025,4182.1,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C20,Manufacture of chemicals and chemical products,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2016,12053.5,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C20,Manufacture of chemicals and chemical products,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2017,12170.5,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C20,Manufacture of chemicals and chemical products,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2018,12313.3,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C20,Manufacture of chemicals and chemical products,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2019,11898.6,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C20,Manufacture of chemicals and chemical products,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2020,12196,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C20,Manufacture of chemicals and chemical products,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2021,13393.4,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C20,Manufacture of chemicals and chemical products,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2022,12183.5,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C20,Manufacture of chemicals and chemical products,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2023,14096.6,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C20,Manufacture of chemicals and chemical products,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2024,14841.9,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C20,Manufacture of chemicals and chemical products,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2025,14591.9,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2016,9265.3,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2017,9146.2,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
A,Annual,IT,Italy,B1G_B_W2_S1,Gross value added,C21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,V,Current prices,N,Raw data,B,Basic prices,2026M3,Mar-2026,2018,9162.2,,,,,TIPO_DATO_CN1__B1G_B_W2_S1_N1,Gross value added:is the value of output less the value of intermediate consumption; it is a measure of the contribution to the economic growth in terms of new goods and services available for final consumption.,,,VAL__V_N3,Current prices:they reflect the value of a product at prices of the current reporting period.,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,,,,,,,EURO,Euro,6,Millions
